id,order,masc,stim,cond
92,3,5,Slide32.bmp,2
92,4,9,Slide32.bmp,2
92,5,9,Slide32.bmp,2
92,6,5,Slide32.bmp,2
93,1,1,Slide32.bmp,3
93,2,8,Slide32.bmp,3
93,3,5,Slide32.bmp,3
93,4,5,Slide32.bmp,3
93,5,6,Slide32.bmp,3
93,6,5,Slide32.bmp,3
94,1,5,Slide32.bmp,4
94,2,7,Slide32.bmp,4
94,3,6,Slide32.bmp,4
94,4,6,Slide32.bmp,4
94,5,7,Slide32.bmp,4
94,6,7,Slide32.bmp,4
95,1,2,Slide32.bmp,5
95,2,3,Slide32.bmp,5
95,3,6,Slide32.bmp,5
95,4,6,Slide32.bmp,5
95,5,8,Slide32.bmp,5
95,6,6,Slide32.bmp,5
96,1,6,Slide32.bmp,1
96,2,5,Slide32.bmp,1
96,3,7,Slide32.bmp,1
96,4,6,Slide32.bmp,1
96,5,4,Slide32.bmp,1
96,6,7,Slide32.bmp,1
97,1,1,Slide32.bmp,2
97,2,2,Slide32.bmp,2
97,3,5,Slide32.bmp,2
97,4,4,Slide32.bmp,2
97,5,3,Slide32.bmp,2
97,6,5,Slide32.bmp,2
98,1,1,Slide32.bmp,3
98,2,1,Slide32.bmp,3
98,3,5,Slide32.bmp,3
98,4,4,Slide32.bmp,3
98,5,6,Slide32.bmp,3
98,6,1,Slide32.bmp,3
99,1,7,Slide32.bmp,4
99,2,2,Slide32.bmp,4
99,3,4,Slide32.bmp,4
99,4,2,Slide32.bmp,4
99,5,7,Slide32.bmp,4
99,6,5,Slide32.bmp,4
100,1,9,Slide32.bmp,5
100,2,5,Slide32.bmp,5
100,3,6,Slide32.bmp,5
100,4,5,Slide32.bmp,5
100,5,4,Slide32.bmp,5
100,6,4,Slide32.bmp,5
101,1,2,Slide32.bmp,1
101,2,9,Slide32.bmp,1
101,3,8,Slide32.bmp,1
101,4,4,Slide32.bmp,1
101,5,9,Slide32.bmp,1
101,6,5,Slide32.bmp,1
102,1,3,Slide32.bmp,2
102,2,7,Slide32.bmp,2
102,3,7,Slide32.bmp,2
102,4,6,Slide32.bmp,2
102,5,8,Slide32.bmp,2
102,6,5,Slide32.bmp,2
103,1,9,Slide32.bmp,3
103,2,9,Slide32.bmp,3
103,3,9,Slide32.bmp,3
103,4,1,Slide32.bmp,3
103,5,9,Slide32.bmp,3
103,6,1,Slide32.bmp,3
104,1,9,Slide32.bmp,4
104,2,7,Slide32.bmp,4
104,3,6,Slide32.bmp,4
104,4,6,Slide32.bmp,4
104,5,8,Slide32.bmp,4
104,6,5,Slide32.bmp,4
105,1,3,Slide32.bmp,5
105,2,9,Slide32.bmp,5
105,3,6,Slide32.bmp,5
105,4,8,Slide32.bmp,5
105,5,7,Slide32.bmp,5
105,6,9,Slide32.bmp,5
106,1,9,Slide32.bmp,1
106,2,9,Slide32.bmp,1
106,3,9,Slide32.bmp,1
106,4,8,Slide32.bmp,1
106,5,7,Slide32.bmp,1
106,6,6,Slide32.bmp,1
107,1,5,Slide32.bmp,2
107,2,9,Slide32.bmp,2
107,3,5,Slide32.bmp,2
107,4,1,Slide32.bmp,2
107,5,9,Slide32.bmp,2
107,6,5,Slide32.bmp,2
108,1,9,Slide32.bmp,3
108,2,9,Slide32.bmp,3
108,3,9,Slide32.bmp,3
108,4,9,Slide32.bmp,3
108,5,9,Slide32.bmp,3
108,6,9,Slide32.bmp,3
109,1,2,Slide32.bmp,4
109,2,5,Slide32.bmp,4
109,3,3,Slide32.bmp,4
109,4,6,Slide32.bmp,4
109,5,8,Slide32.bmp,4
109,6,6,Slide32.bmp,4
110,1,4,Slide32.bmp,5
110,2,8,Slide32.bmp,5
110,3,7,Slide32.bmp,5
110,4,8,Slide32.bmp,5
110,5,6,Slide32.bmp,5
110,6,5,Slide32.bmp,5
111,1,1,Slide32.bmp,1
111,2,9,Slide32.bmp,1
111,3,9,Slide32.bmp,1
111,4,5,Slide32.bmp,1
111,5,5,Slide32.bmp,1
111,6,9,Slide32.bmp,1
112,1,6,Slide32.bmp,2
112,2,9,Slide32.bmp,2
112,3,9,Slide32.bmp,2
112,4,9,Slide32.bmp,2
112,5,7,Slide32.bmp,2
112,6,6,Slide32.bmp,2
113,1,3,Slide32.bmp,3
113,2,9,Slide32.bmp,3
113,3,4,Slide32.bmp,3
113,4,3,Slide32.bmp,3
113,5,9,Slide32.bmp,3
113,6,9,Slide32.bmp,3
114,1,3,Slide32.bmp,4
114,2,1,Slide32.bmp,4
114,3,5,Slide32.bmp,4
114,4,3,Slide32.bmp,4
114,5,4,Slide32.bmp,4
114,6,5,Slide32.bmp,4
115,1,4,Slide32.bmp,5
115,2,5,Slide32.bmp,5
115,3,5,Slide32.bmp,5
115,4,4,Slide32.bmp,5
115,5,6,Slide32.bmp,5
115,6,4,Slide32.bmp,5
116,1,5,Slide32.bmp,1
116,2,6,Slide32.bmp,1
116,3,6,Slide32.bmp,1
116,4,8,Slide32.bmp,1
116,5,7,Slide32.bmp,1
116,6,8,Slide32.bmp,1
117,1,2,Slide32.bmp,2
117,2,7,Slide32.bmp,2
117,3,9,Slide32.bmp,2
117,4,8,Slide32.bmp,2
117,5,6,Slide32.bmp,2
117,6,5,Slide32.bmp,2
118,1,8,Slide32.bmp,3
118,2,7,Slide32.bmp,3
118,3,5,Slide32.bmp,3
118,4,9,Slide32.bmp,3
118,5,7,Slide32.bmp,3
118,6,5,Slide32.bmp,3
119,1,1,Slide32.bmp,4
119,2,5,Slide32.bmp,4
119,3,6,Slide32.bmp,4
119,4,4,Slide32.bmp,4
119,5,7,Slide32.bmp,4
119,6,4,Slide32.bmp,4
120,1,1,Slide32.bmp,5
120,2,5,Slide32.bmp,5
120,3,5,Slide32.bmp,5
120,4,3,Slide32.bmp,5
120,5,7,Slide32.bmp,5
120,6,7,Slide32.bmp,5
121,1,9,Slide32.bmp,1
121,2,9,Slide32.bmp,1
121,3,5,Slide32.bmp,1
121,4,9,Slide32.bmp,1
121,5,9,Slide32.bmp,1
121,6,7,Slide32.bmp,1
122,1,7,Slide32.bmp,2
122,2,7,Slide32.bmp,2
122,3,7,Slide32.bmp,2
122,4,5,Slide32.bmp,2
122,5,5,Slide32.bmp,2
122,6,6,Slide32.bmp,2
123,1,5,Slide32.bmp,3
123,2,2,Slide32.bmp,3
123,3,5,Slide32.bmp,3
123,4,8,Slide32.bmp,3
123,5,9,Slide32.bmp,3
123,6,5,Slide32.bmp,3
124,1,9,Slide32.bmp,4
124,2,9,Slide32.bmp,4
124,3,9,Slide32.bmp,4
124,4,9,Slide32.bmp,4
124,5,9,Slide32.bmp,4
124,6,5,Slide32.bmp,4
125,1,7,Slide32.bmp,5
125,2,7,Slide32.bmp,5
125,3,6,Slide32.bmp,5
125,4,8,Slide32.bmp,5
125,5,6,Slide32.bmp,5
125,6,5,Slide32.bmp,5
126,1,9,Slide32.bmp,1
126,2,6,Slide32.bmp,1
126,3,6,Slide32.bmp,1
126,4,8,Slide32.bmp,1
126,5,4,Slide32.bmp,1
126,6,9,Slide32.bmp,1
127,1,9,Slide32.bmp,2
127,2,9,Slide32.bmp,2
127,3,5,Slide32.bmp,2
127,4,9,Slide32.bmp,2
127,5,9,Slide32.bmp,2
127,6,5,Slide32.bmp,2
128,1,1,Slide32.bmp,3
128,2,9,Slide32.bmp,3
128,3,9,Slide32.bmp,3
128,4,5,Slide32.bmp,3
128,5,9,Slide32.bmp,3
128,6,5,Slide32.bmp,3
129,1,3,Slide32.bmp,4
129,2,4,Slide32.bmp,4
129,3,5,Slide32.bmp,4
129,4,8,Slide32.bmp,4
129,5,8,Slide32.bmp,4
129,6,4,Slide32.bmp,4
130,1,1,Slide32.bmp,5
130,2,5,Slide32.bmp,5
130,3,4,Slide32.bmp,5
130,4,7,Slide32.bmp,5
130,5,5,Slide32.bmp,5
130,6,3,Slide32.bmp,5
131,1,9,Slide32.bmp,1
131,2,1,Slide32.bmp,1
131,3,5,Slide32.bmp,1
131,4,7,Slide32.bmp,1
131,5,9,Slide32.bmp,1
131,6,7,Slide32.bmp,1
132,1,3,Slide32.bmp,2
132,2,7,Slide32.bmp,2
132,3,7,Slide32.bmp,2
132,4,8,Slide32.bmp,2
132,5,5,Slide32.bmp,2
132,6,6,Slide32.bmp,2
133,1,3,Slide32.bmp,3
133,2,8,Slide32.bmp,3
133,3,2,Slide32.bmp,3
133,4,8,Slide32.bmp,3
133,5,5,Slide32.bmp,3
133,6,4,Slide32.bmp,3
134,1,9,Slide32.bmp,4
134,2,1,Slide32.bmp,4
134,3,9,Slide32.bmp,4
134,4,9,Slide32.bmp,4
134,5,9,Slide32.bmp,4
134,6,9,Slide32.bmp,4
135,1,1,Slide32.bmp,5
135,2,1,Slide32.bmp,5
135,3,1,Slide32.bmp,5
135,4,9,Slide32.bmp,5
135,5,9,Slide32.bmp,5
135,6,5,Slide32.bmp,5
136,1,1,Slide32.bmp,1
136,2,6,Slide32.bmp,1
136,3,6,Slide32.bmp,1
136,4,7,Slide32.bmp,1
136,5,7,Slide32.bmp,1
136,6,7,Slide32.bmp,1
137,1,9,Slide32.bmp,2
137,2,9,Slide32.bmp,2
137,3,6,Slide32.bmp,2
137,4,7,Slide32.bmp,2
137,5,7,Slide32.bmp,2
137,6,7,Slide32.bmp,2
138,1,1,Slide32.bmp,3
138,2,9,Slide32.bmp,3
138,3,5,Slide32.bmp,3
138,4,1,Slide32.bmp,3
138,5,7,Slide32.bmp,3
138,6,9,Slide32.bmp,3
139,1,1,Slide32.bmp,4
139,2,1,Slide32.bmp,4
139,3,1,Slide32.bmp,4
139,4,1,Slide32.bmp,4
139,5,9,Slide32.bmp,4
139,6,9,Slide32.bmp,4
140,1,4,Slide32.bmp,5
140,2,4,Slide32.bmp,5
140,3,4,Slide32.bmp,5
140,4,7,Slide32.bmp,5
140,5,7,Slide32.bmp,5
140,6,5,Slide32.bmp,5
141,1,1,Slide32.bmp,1
141,2,1,Slide32.bmp,1
141,3,8,Slide32.bmp,1
141,4,8,Slide32.bmp,1
141,5,7,Slide32.bmp,1
141,6,8,Slide32.bmp,1
142,1,7,Slide32.bmp,2
142,2,2,Slide32.bmp,2
142,3,3,Slide32.bmp,2
142,4,4,Slide32.bmp,2
142,5,6,Slide32.bmp,2
142,6,1,Slide32.bmp,2
143,1,5,Slide32.bmp,3
143,2,8,Slide32.bmp,3
143,3,9,Slide32.bmp,3
143,4,7,Slide32.bmp,3
143,5,7,Slide32.bmp,3
143,6,7,Slide32.bmp,3
144,1,9,Slide32.bmp,4
144,2,1,Slide32.bmp,4
144,3,5,Slide32.bmp,4
144,4,1,Slide32.bmp,4
144,5,9,Slide32.bmp,4
144,6,9,Slide32.bmp,4
145,1,1,Slide32.bmp,5
145,2,1,Slide32.bmp,5
145,3,5,Slide32.bmp,5
145,4,9,Slide32.bmp,5
145,5,4,Slide32.bmp,5
145,6,5,Slide32.bmp,5
146,1,1,Slide32.bmp,1
146,2,9,Slide32.bmp,1
146,3,5,Slide32.bmp,1
146,4,1,Slide32.bmp,1
146,5,4,Slide32.bmp,1
146,6,9,Slide32.bmp,1
147,1,2,Slide32.bmp,2
147,2,6,Slide32.bmp,2
147,3,3,Slide32.bmp,2
147,4,5,Slide32.bmp,2
147,5,3,Slide32.bmp,2
147,6,2,Slide32.bmp,2
148,1,3,Slide32.bmp,3
148,2,5,Slide32.bmp,3
148,3,7,Slide32.bmp,3
148,4,8,Slide32.bmp,3
148,5,7,Slide32.bmp,3
148,6,6,Slide32.bmp,3
149,1,3,Slide32.bmp,4
149,2,8,Slide32.bmp,4
149,3,6,Slide32.bmp,4
149,4,5,Slide32.bmp,4
149,5,9,Slide32.bmp,4
149,6,7,Slide32.bmp,4
150,1,1,Slide32.bmp,5
150,2,8,Slide32.bmp,5
150,3,1,Slide32.bmp,5
150,4,5,Slide32.bmp,5
150,5,5,Slide32.bmp,5
