id,order,masc,stim,cond
150,6,1,Slide32.bmp,5
151,1,3,Slide32.bmp,1
151,2,4,Slide32.bmp,1
151,3,7,Slide32.bmp,1
151,4,2,Slide32.bmp,1
151,5,4,Slide32.bmp,1
151,6,6,Slide32.bmp,1
152,1,5,Slide32.bmp,2
152,2,6,Slide32.bmp,2
152,3,7,Slide32.bmp,2
152,4,7,Slide32.bmp,2
152,5,5,Slide32.bmp,2
152,6,6,Slide32.bmp,2
153,1,9,Slide32.bmp,3
153,2,8,Slide32.bmp,3
153,3,5,Slide32.bmp,3
153,4,8,Slide32.bmp,3
153,5,7,Slide32.bmp,3
153,6,4,Slide32.bmp,3
154,1,2,Slide32.bmp,4
154,2,5,Slide32.bmp,4
154,3,2,Slide32.bmp,4
154,4,8,Slide32.bmp,4
154,5,6,Slide32.bmp,4
154,6,7,Slide32.bmp,4
155,1,9,Slide32.bmp,5
155,2,5,Slide32.bmp,5
155,3,5,Slide32.bmp,5
155,4,2,Slide32.bmp,5
155,5,5,Slide32.bmp,5
155,6,5,Slide32.bmp,5
156,1,2,Slide32.bmp,4
156,2,2,Slide32.bmp,4
156,3,7,Slide32.bmp,4
156,4,9,Slide32.bmp,4
156,5,2,Slide32.bmp,4
156,6,2,Slide32.bmp,4
157,1,4,Slide32.bmp,5
157,2,4,Slide32.bmp,5
157,3,8,Slide32.bmp,5
157,4,6,Slide32.bmp,5
157,5,8,Slide32.bmp,5
157,6,8,Slide32.bmp,5
158,1,4,Slide32.bmp,1
158,2,7,Slide32.bmp,1
158,3,6,Slide32.bmp,1
158,4,7,Slide32.bmp,1
158,5,7,Slide32.bmp,1
158,6,5,Slide32.bmp,1
159,1,1,Slide32.bmp,4
159,2,1,Slide32.bmp,4
159,3,5,Slide32.bmp,4
159,4,2,Slide32.bmp,4
159,5,3,Slide32.bmp,4
159,6,5,Slide32.bmp,4
160,1,5,Slide32.bmp,5
160,2,1,Slide32.bmp,5
160,3,7,Slide32.bmp,5
160,4,9,Slide32.bmp,5
160,5,4,Slide32.bmp,5
160,6,1,Slide32.bmp,5
161,1,9,Slide32.bmp,1
161,2,9,Slide32.bmp,1
161,3,7,Slide32.bmp,1
161,4,5,Slide32.bmp,1
161,5,9,Slide32.bmp,1
161,6,7,Slide32.bmp,1
162,1,8,Slide32.bmp,2
162,2,3,Slide32.bmp,2
162,3,5,Slide32.bmp,2
162,4,2,Slide32.bmp,2
162,5,5,Slide32.bmp,2
162,6,8,Slide32.bmp,2
163,1,7,Slide32.bmp,3
163,2,8,Slide32.bmp,3
163,3,5,Slide32.bmp,3
163,4,7,Slide32.bmp,3
163,5,2,Slide32.bmp,3
163,6,3,Slide32.bmp,3
164,1,1,Slide32.bmp,4
164,2,7,Slide32.bmp,4
164,3,5,Slide32.bmp,4
164,4,6,Slide32.bmp,4
164,5,7,Slide32.bmp,4
164,6,5,Slide32.bmp,4
165,1,4,Slide32.bmp,5
165,2,6,Slide32.bmp,5
165,3,7,Slide32.bmp,5
165,4,7,Slide32.bmp,5
165,5,8,Slide32.bmp,5
165,6,5,Slide32.bmp,5
166,1,2,Slide32.bmp,1
166,2,6,Slide32.bmp,1
166,3,5,Slide32.bmp,1
166,4,7,Slide32.bmp,1
166,5,9,Slide32.bmp,1
166,6,4,Slide32.bmp,1
167,1,2,Slide32.bmp,2
167,2,8,Slide32.bmp,2
167,3,6,Slide32.bmp,2
167,4,9,Slide32.bmp,2
167,5,6,Slide32.bmp,2
167,6,8,Slide32.bmp,2
168,1,9,Slide32.bmp,3
168,2,4,Slide32.bmp,3
168,3,9,Slide32.bmp,3
168,4,5,Slide32.bmp,3
168,5,7,Slide32.bmp,3
168,6,8,Slide32.bmp,3
169,1,1,Slide32.bmp,4
169,2,9,Slide32.bmp,4
169,3,9,Slide32.bmp,4
169,4,9,Slide32.bmp,4
169,5,9,Slide32.bmp,4
169,6,5,Slide32.bmp,4
170,1,9,Slide32.bmp,5
170,2,9,Slide32.bmp,5
170,3,9,Slide32.bmp,5
170,4,1,Slide32.bmp,5
170,5,9,Slide32.bmp,5
170,6,9,Slide32.bmp,5
171,1,9,Slide32.bmp,1
171,2,5,Slide32.bmp,1
171,3,5,Slide32.bmp,1
171,4,5,Slide32.bmp,1
171,5,1,Slide32.bmp,1
171,6,9,Slide32.bmp,1
172,1,3,Slide32.bmp,2
172,2,8,Slide32.bmp,2
172,3,7,Slide32.bmp,2
172,4,8,Slide32.bmp,2
172,5,5,Slide32.bmp,2
172,6,8,Slide32.bmp,2
173,1,1,Slide32.bmp,3
173,2,1,Slide32.bmp,3
173,3,1,Slide32.bmp,3
173,4,8,Slide32.bmp,3
173,5,4,Slide32.bmp,3
173,6,2,Slide32.bmp,3
174,1,8,Slide32.bmp,4
174,2,6,Slide32.bmp,4
174,3,8,Slide32.bmp,4
174,4,6,Slide32.bmp,4
174,5,2,Slide32.bmp,4
174,6,2,Slide32.bmp,4
175,1,3,Slide32.bmp,5
175,2,1,Slide32.bmp,5
175,3,2,Slide32.bmp,5
175,4,1,Slide32.bmp,5
175,5,5,Slide32.bmp,5
175,6,7,Slide32.bmp,5
176,1,3,Slide32.bmp,1
176,2,1,Slide32.bmp,1
176,3,3,Slide32.bmp,1
176,4,4,Slide32.bmp,1
176,5,9,Slide32.bmp,1
176,6,5,Slide32.bmp,1
177,1,1,Slide32.bmp,2
177,2,1,Slide32.bmp,2
177,3,5,Slide32.bmp,2
177,4,6,Slide32.bmp,2
177,5,3,Slide32.bmp,2
177,6,5,Slide32.bmp,2
178,1,1,Slide32.bmp,3
178,2,1,Slide32.bmp,3
178,3,5,Slide32.bmp,3
178,4,9,Slide32.bmp,3
178,5,1,Slide32.bmp,3
178,6,5,Slide32.bmp,3
179,1,5,Slide32.bmp,4
179,2,1,Slide32.bmp,4
179,3,9,Slide32.bmp,4
179,4,5,Slide32.bmp,4
179,5,1,Slide32.bmp,4
179,6,9,Slide32.bmp,4
180,1,2,Slide32.bmp,5
180,2,2,Slide32.bmp,5
180,3,9,Slide32.bmp,5
180,4,4,Slide32.bmp,5
180,5,4,Slide32.bmp,5
180,6,5,Slide32.bmp,5
181,1,9,Slide32.bmp,1
181,2,9,Slide32.bmp,1
181,3,9,Slide32.bmp,1
181,4,1,Slide32.bmp,1
181,5,9,Slide32.bmp,1
181,6,9,Slide32.bmp,1
182,1,9,Slide32.bmp,2
182,2,9,Slide32.bmp,2
182,3,7,Slide32.bmp,2
182,4,2,Slide32.bmp,2
182,5,9,Slide32.bmp,2
182,6,7,Slide32.bmp,2
183,1,9,Slide32.bmp,3
183,2,6,Slide32.bmp,3
183,3,5,Slide32.bmp,3
183,4,6,Slide32.bmp,3
183,5,7,Slide32.bmp,3
183,6,7,Slide32.bmp,3
184,1,2,Slide32.bmp,4
184,2,9,Slide32.bmp,4
184,3,2,Slide32.bmp,4
184,4,8,Slide32.bmp,4
184,5,8,Slide32.bmp,4
184,6,4,Slide32.bmp,4
185,1,5,Slide32.bmp,5
185,2,9,Slide32.bmp,5
185,3,5,Slide32.bmp,5
185,4,9,Slide32.bmp,5
185,5,5,Slide32.bmp,5
185,6,9,Slide32.bmp,5
186,1,7,Slide32.bmp,1
186,2,6,Slide32.bmp,1
186,3,6,Slide32.bmp,1
186,4,7,Slide32.bmp,1
186,5,7,Slide32.bmp,1
186,6,7,Slide32.bmp,1
187,1,9,Slide32.bmp,2
187,2,9,Slide32.bmp,2
187,3,9,Slide32.bmp,2
187,4,9,Slide32.bmp,2
187,5,9,Slide32.bmp,2
187,6,5,Slide32.bmp,2
188,1,1,Slide32.bmp,3
188,2,1,Slide32.bmp,3
188,3,1,Slide32.bmp,3
188,4,1,Slide32.bmp,3
188,5,5,Slide32.bmp,3
188,6,5,Slide32.bmp,3
189,1,9,Slide32.bmp,4
189,2,9,Slide32.bmp,4
189,3,6,Slide32.bmp,4
189,4,9,Slide32.bmp,4
189,5,9,Slide32.bmp,4
189,6,2,Slide32.bmp,4
190,1,3,Slide32.bmp,5
190,2,8,Slide32.bmp,5
190,3,6,Slide32.bmp,5
190,4,3,Slide32.bmp,5
190,5,5,Slide32.bmp,5
190,6,2,Slide32.bmp,5
191,1,3,Slide32.bmp,1
191,2,4,Slide32.bmp,1
191,3,5,Slide32.bmp,1
191,4,5,Slide32.bmp,1
191,5,8,Slide32.bmp,1
191,6,3,Slide32.bmp,1
192,1,8,Slide32.bmp,2
192,2,2,Slide32.bmp,2
192,3,6,Slide32.bmp,2
192,4,8,Slide32.bmp,2
192,5,5,Slide32.bmp,2
192,6,6,Slide32.bmp,2
193,1,7,Slide32.bmp,3
193,2,7,Slide32.bmp,3
193,3,8,Slide32.bmp,3
193,4,8,Slide32.bmp,3
193,5,7,Slide32.bmp,3
193,6,8,Slide32.bmp,3
194,1,1,Slide32.bmp,4
194,2,1,Slide32.bmp,4
194,3,9,Slide32.bmp,4
194,4,9,Slide32.bmp,4
194,5,5,Slide32.bmp,4
194,6,9,Slide32.bmp,4
195,1,5,Slide32.bmp,5
195,2,3,Slide32.bmp,5
195,3,5,Slide32.bmp,5
195,4,7,Slide32.bmp,5
195,5,5,Slide32.bmp,5
195,6,3,Slide32.bmp,5
196,1,1,Slide32.bmp,1
196,2,9,Slide32.bmp,1
196,3,9,Slide32.bmp,1
196,4,1,Slide32.bmp,1
196,5,5,Slide32.bmp,1
196,6,5,Slide32.bmp,1
197,1,1,Slide32.bmp,2
197,2,1,Slide32.bmp,2
197,3,5,Slide32.bmp,2
197,4,1,Slide32.bmp,2
197,5,9,Slide32.bmp,2
197,6,7,Slide32.bmp,2
198,1,7,Slide32.bmp,3
198,2,7,Slide32.bmp,3
198,3,6,Slide32.bmp,3
198,4,5,Slide32.bmp,3
198,5,7,Slide32.bmp,3
198,6,7,Slide32.bmp,3
199,1,1,Slide32.bmp,4
199,2,9,Slide32.bmp,4
199,3,9,Slide32.bmp,4
199,4,5,Slide32.bmp,4
199,5,9,Slide32.bmp,4
199,6,9,Slide32.bmp,4
201,1,1,Slide32.bmp,1
201,2,3,Slide32.bmp,1
201,3,3,Slide32.bmp,1
201,4,7,Slide32.bmp,1
201,5,5,Slide32.bmp,1
201,6,2,Slide32.bmp,1
202,1,1,Slide32.bmp,2
202,2,5,Slide32.bmp,2
202,3,9,Slide32.bmp,2
202,4,5,Slide32.bmp,2
202,5,5,Slide32.bmp,2
202,6,9,Slide32.bmp,2
203,1,9,Slide32.bmp,3
203,2,5,Slide32.bmp,3
203,3,9,Slide32.bmp,3
203,4,9,Slide32.bmp,3
203,5,9,Slide32.bmp,3
203,6,5,Slide32.bmp,3
204,1,2,Slide32.bmp,4
204,2,3,Slide32.bmp,4
204,3,2,Slide32.bmp,4
204,4,2,Slide32.bmp,4
204,5,9,Slide32.bmp,4
204,6,2,Slide32.bmp,4
205,1,1,Slide32.bmp,5
205,2,9,Slide32.bmp,5
205,3,3,Slide32.bmp,5
205,4,6,Slide32.bmp,5
205,5,7,Slide32.bmp,5
205,6,4,Slide32.bmp,5
206,1,9,Slide32.bmp,1
206,2,3,Slide32.bmp,1
206,3,2,Slide32.bmp,1
206,4,9,Slide32.bmp,1
206,5,5,Slide32.bmp,1
206,6,9,Slide32.bmp,1
207,1,1,Slide32.bmp,2
207,2,8,Slide32.bmp,2
207,3,5,Slide32.bmp,2
207,4,1,Slide32.bmp,2
207,5,9,Slide32.bmp,2
207,6,5,Slide32.bmp,2
208,1,9,Slide32.bmp,3
208,2,3,Slide32.bmp,3
208,3,5,Slide32.bmp,3
208,4,4,Slide32.bmp,3
208,5,7,Slide32.bmp,3
208,6,6,Slide32.bmp,3
209,1,5,Slide32.bmp,4
209,2,7,Slide32.bmp,4
209,3,7,Slide32.bmp,4
209,4,9,Slide32.bmp,4
209,5,9,Slide32.bmp,4
209,6,5,Slide32.bmp,4
210,1,7,Slide32.bmp,5
210,2,6,Slide32.bmp,5
210,3,4,Slide32.bmp,5
210,4,5,Slide32.bmp,5
210,5,9,Slide32.bmp,5
210,6,3,Slide32.bmp,5
211,1,1,Slide32.bmp,1
211,2,9,Slide32.bmp,1
211,3,4,Slide32.bmp,1
211,4,8,Slide32.bmp,1
211,5,6,Slide32.bmp,1
211,6,9,Slide32.bmp,1
212,1,9,Slide32.bmp,2
212,2,1,Slide32.bmp,2
212,3,9,Slide32.bmp,2
212,4,9,Slide32.bmp,2
212,5,9,Slide32.bmp,2
212,6,1,Slide32.bmp,2
213,1,2,Slide32.bmp,3
213,2,2,Slide32.bmp,3
213,3,5,Slide32.bmp,3
213,4,6,Slide32.bmp,3
213,5,7,Slide32.bmp,3
213,6,5,Slide32.bmp,3
214,1,3,Slide32.bmp,4
214,2,5,Slide32.bmp,4
214,3,5,Slide32.bmp,4
214,4,1,Slide32.bmp,4
214,5,7,Slide32.bmp,4
214,6,6,Slide32.bmp,4
215,1,1,Slide32.bmp,5
215,2,5,Slide32.bmp,5
215,3,9,Slide32.bmp,5
215,4,5,Slide32.bmp,5
215,5,5,Slide32.bmp,5
215,6,9,Slide32.bmp,5
217,1,9,Slide32.bmp,2
217,2,9,Slide32.bmp,2
217,3,5,Slide32.bmp,2
217,4,9,Slide32.bmp,2
217,5,9,Slide32.bmp,2
217,6,5,Slide32.bmp,2
218,1,8,Slide32.bmp,3
218,2,9,Slide32.bmp,3
218,3,9,Slide32.bmp,3
218,4,3,Slide32.bmp,3
218,5,9,Slide32.bmp,3
218,6,9,Slide32.bmp,3
219,1,9,Slide32.bmp,4
219,2,7,Slide32.bmp,4
219,3,5,Slide32.bmp,4
219,4,5,Slide32.bmp,4
219,5,9,Slide32.bmp,4
219,6,5,Slide32.bmp,4
220,1,1,Slide32.bmp,5
220,2,1,Slide32.bmp,5
220,3,6,Slide32.bmp,5
220,4,2,Slide32.bmp,5
220,5,8,Slide32.bmp,5
220,6,2,Slide32.bmp,5
221,1,8,Slide32.bmp,1
221,2,8,Slide32.bmp,1
221,3,3,Slide32.bmp,1
221,4,5,Slide32.bmp,1
221,5,6,Slide32.bmp,1
221,6,6,Slide32.bmp,1
222,1,1,Slide32.bmp,2
222,2,9,Slide32.bmp,2
222,3,5,Slide32.bmp,2
222,4,7,Slide32.bmp,2
222,5,7,Slide32.bmp,2
222,6,7,Slide32.bmp,2
223,1,1,Slide32.bmp,3
223,2,9,Slide32.bmp,3
223,3,9,Slide32.bmp,3
223,4,9,Slide32.bmp,3
223,5,9,Slide32.bmp,3
223,6,7,Slide32.bmp,3
224,1,1,Slide32.bmp,4
224,2,1,Slide32.bmp,4
224,3,5,Slide32.bmp,4
224,4,9,Slide32.bmp,4
224,5,9,Slide32.bmp,4
224,6,5,Slide32.bmp,4
225,1,9,Slide32.bmp,5
225,2,9,Slide32.bmp,5
225,3,7,Slide32.bmp,5
225,4,9,Slide32.bmp,5
225,5,7,Slide32.bmp,5
225,6,8,Slide32.bmp,5
226,1,6,Slide32.bmp,1
226,2,8,Slide32.bmp,1
226,3,7,Slide32.bmp,1
226,4,6,Slide32.bmp,1
226,5,6,Slide32.bmp,1
226,6,5,Slide32.bmp,1
227,1,1,Slide32.bmp,2
227,2,4,Slide32.bmp,2
227,3,2,Slide32.bmp,2
227,4,4,Slide32.bmp,2
227,5,7,Slide32.bmp,2
227,6,7,Slide32.bmp,2
228,1,2,Slide32.bmp,3
228,2,8,Slide32.bmp,3
228,3,7,Slide32.bmp,3
228,4,8,Slide32.bmp,3
228,5,3,Slide32.bmp,3
228,6,5,Slide32.bmp,3
229,1,1,Slide32.bmp,4
229,2,1,Slide32.bmp,4
229,3,9,Slide32.bmp,4
229,4,9,Slide32.bmp,4
229,5,4,Slide32.bmp,4
229,6,3,Slide32.bmp,4
230,1,7,Slide32.bmp,5
230,2,5,Slide32.bmp,5
230,3,6,Slide32.bmp,5
230,4,9,Slide32.bmp,5
230,5,5,Slide32.bmp,5
230,6,3,Slide32.bmp,5
231,1,9,Slide32.bmp,1
231,2,9,Slide32.bmp,1
231,3,9,Slide32.bmp,1
231,4,9,Slide32.bmp,1
231,5,5,Slide32.bmp,1
231,6,7,Slide32.bmp,1
232,1,9,Slide32.bmp,2
232,2,9,Slide32.bmp,2
232,3,9,Slide32.bmp,2
232,4,2,Slide32.bmp,2
232,5,9,Slide32.bmp,2
232,6,5,Slide32.bmp,2
233,1,9,Slide32.bmp,3
233,2,9,Slide32.bmp,3
233,3,9,Slide32.bmp,3
233,4,9,Slide32.bmp,3
233,5,9,Slide32.bmp,3
233,6,5,Slide32.bmp,3
234,1,3,Slide32.bmp,4
234,2,4,Slide32.bmp,4
234,3,5,Slide32.bmp,4
234,4,2,Slide32.bmp,4
234,5,7,Slide32.bmp,4
234,6,5,Slide32.bmp,4
235,1,3,Slide32.bmp,5
235,2,7,Slide32.bmp,5
235,3,7,Slide32.bmp,5
235,4,8,Slide32.bmp,5
235,5,7,Slide32.bmp,5
235,6,4,Slide32.bmp,5
236,1,9,Slide32.bmp,1
236,2,5,Slide32.bmp,1
236,3,6,Slide32.bmp,1
236,4,5,Slide32.bmp,1
236,5,3,Slide32.bmp,1
236,6,7,Slide32.bmp,1
237,1,8,Slide32.bmp,2
237,2,7,Slide32.bmp,2
237,3,7,Slide32.bmp,2
237,4,8,Slide32.bmp,2
237,5,8,Slide32.bmp,2
237,6,8,Slide32.bmp,2
238,1,9,Slide32.bmp,3
238,2,6,Slide32.bmp,3
238,3,8,Slide32.bmp,3
238,4,8,Slide32.bmp,3
238,5,7,Slide32.bmp,3
238,6,7,Slide32.bmp,3
239,1,2,Slide32.bmp,4
239,2,9,Slide32.bmp,4
239,3,5,Slide32.bmp,4
239,4,8,Slide32.bmp,4
239,5,8,Slide32.bmp,4
239,6,7,Slide32.bmp,4
240,1,8,Slide32.bmp,5
240,2,4,Slide32.bmp,5
240,3,6,Slide32.bmp,5
240,4,7,Slide32.bmp,5
240,5,8,Slide32.bmp,5
240,6,4,Slide32.bmp,5
241,1,3,Slide32.bmp,1
241,2,1,Slide32.bmp,1
241,3,6,Slide32.bmp,1
241,4,3,Slide32.bmp,1
241,5,3,Slide32.bmp,1
241,6,4,Slide32.bmp,1
242,1,9,Slide32.bmp,2
242,2,9,Slide32.bmp,2
242,3,1,Slide32.bmp,2
242,4,2,Slide32.bmp,2
242,5,6,Slide32.bmp,2
242,6,6,Slide32.bmp,2
243,1,9,Slide32.bmp,3
243,2,1,Slide32.bmp,3
243,3,1,Slide32.bmp,3
243,4,5,Slide32.bmp,3
243,5,1,Slide32.bmp,3
243,6,9,Slide32.bmp,3
244,1,1,Slide32.bmp,4
244,2,1,Slide32.bmp,4
244,3,9,Slide32.bmp,4
244,4,5,Slide32.bmp,4
244,5,5,Slide32.bmp,4
244,6,9,Slide32.bmp,4
245,1,4,Slide32.bmp,5
245,2,3,Slide32.bmp,5
245,3,4,Slide32.bmp,5
245,4,4,Slide32.bmp,5
245,5,4,Slide32.bmp,5
245,6,9,Slide32.bmp,5
246,1,9,Slide32.bmp,1
246,2,1,Slide32.bmp,1
246,3,1,Slide32.bmp,1
246,4,5,Slide32.bmp,1
246,5,9,Slide32.bmp,1
246,6,1,Slide32.bmp,1
247,1,2,Slide32.bmp,2
247,2,6,Slide32.bmp,2
247,3,8,Slide32.bmp,2
247,4,6,Slide32.bmp,2
247,5,9,Slide32.bmp,2
247,6,8,Slide32.bmp,2
248,1,9,Slide32.bmp,3
248,2,9,Slide32.bmp,3
248,3,7,Slide32.bmp,3
248,4,9,Slide32.bmp,3
248,5,9,Slide32.bmp,3
248,6,6,Slide32.bmp,3
249,1,3,Slide32.bmp,4
249,2,7,Slide32.bmp,4
249,3,9,Slide32.bmp,4
249,4,4,Slide32.bmp,4
249,5,9,Slide32.bmp,4
249,6,7,Slide32.bmp,4
250,1,9,Slide32.bmp,5
250,2,1,Slide32.bmp,5
250,3,8,Slide32.bmp,5
250,4,9,Slide32.bmp,5
250,5,9,Slide32.bmp,5
250,6,9,Slide32.bmp,5
251,1,3,Slide32.bmp,1
251,2,1,Slide32.bmp,1
251,3,9,Slide32.bmp,1
251,4,9,Slide32.bmp,1
251,5,5,Slide32.bmp,1
251,6,5,Slide32.bmp,1
253,1,9,Slide32.bmp,3
253,2,9,Slide32.bmp,3
253,3,5,Slide32.bmp,3
253,4,9,Slide32.bmp,3
253,5,5,Slide32.bmp,3
253,6,5,Slide32.bmp,3
254,1,1,Slide32.bmp,4
254,2,9,Slide32.bmp,4
254,3,6,Slide32.bmp,4
254,4,7,Slide32.bmp,4
254,5,9,Slide32.bmp,4
254,6,9,Slide32.bmp,4
255,1,9,Slide32.bmp,5
255,2,8,Slide32.bmp,5
255,3,5,Slide32.bmp,5
255,4,3,Slide32.bmp,5
255,5,6,Slide32.bmp,5
255,6,4,Slide32.bmp,5
256,1,8,Slide32.bmp,1
256,2,7,Slide32.bmp,1
256,3,9,Slide32.bmp,1
256,4,8,Slide32.bmp,1
256,5,8,Slide32.bmp,1
256,6,6,Slide32.bmp,1
257,1,9,Slide32.bmp,2
257,2,9,Slide32.bmp,2
257,3,5,Slide32.bmp,2
257,4,9,Slide32.bmp,2
257,5,6,Slide32.bmp,2
257,6,7,Slide32.bmp,2
259,1,9,Slide32.bmp,4
259,2,5,Slide32.bmp,4
259,3,9,Slide32.bmp,4
259,4,9,Slide32.bmp,4
259,5,1,Slide32.bmp,4
259,6,5,Slide32.bmp,4
260,1,9,Slide32.bmp,5
260,2,4,Slide32.bmp,5
260,3,6,Slide32.bmp,5
260,4,5,Slide32.bmp,5
260,5,8,Slide32.bmp,5
260,6,4,Slide32.bmp,5
261,1,4,Slide32.bmp,1
261,2,4,Slide32.bmp,1
261,3,4,Slide32.bmp,1
261,4,6,Slide32.bmp,1
261,5,8,Slide32.bmp,1
261,6,9,Slide32.bmp,1
262,1,2,Slide32.bmp,2
262,2,1,Slide32.bmp,2
262,3,5,Slide32.bmp,2
262,4,5,Slide32.bmp,2
262,5,5,Slide32.bmp,2
262,6,3,Slide32.bmp,2
264,1,2,Slide32.bmp,4
264,2,2,Slide32.bmp,4
264,3,1,Slide32.bmp,4
264,4,1,Slide32.bmp,4
264,5,5,Slide32.bmp,4
264,6,1,Slide32.bmp,4
266,1,6,Slide32.bmp,1
266,2,8,Slide32.bmp,1
266,3,4,Slide32.bmp,1
266,4,6,Slide32.bmp,1
266,5,3,Slide32.bmp,1
266,6,5,Slide32.bmp,1
267,1,6,Slide32.bmp,2
267,2,8,Slide32.bmp,2
267,3,3,Slide32.bmp,2
267,4,5,Slide32.bmp,2
267,5,3,Slide32.bmp,2
267,6,8,Slide32.bmp,2
268,1,3,Slide32.bmp,3
268,2,2,Slide32.bmp,3
268,3,6,Slide32.bmp,3
268,4,8,Slide32.bmp,3
268,5,7,Slide32.bmp,3
268,6,7,Slide32.bmp,3
269,1,1,Slide32.bmp,4
269,2,2,Slide32.bmp,4
269,3,7,Slide32.bmp,4
269,4,5,Slide32.bmp,4
269,5,6,Slide32.bmp,4
269,6,7,Slide32.bmp,4
270,1,9,Slide32.bmp,5
270,2,7,Slide32.bmp,5
270,3,5,Slide32.bmp,5
270,4,9,Slide32.bmp,5
270,5,9,Slide32.bmp,5
270,6,7,Slide32.bmp,5
271,1,9,Slide32.bmp,1
271,2,3,Slide32.bmp,1
271,3,7,Slide32.bmp,1
271,4,9,Slide32.bmp,1
271,5,9,Slide32.bmp,1
271,6,9,Slide32.bmp,1
273,1,2,Slide32.bmp,3
273,2,5,Slide32.bmp,3
273,3,6,Slide32.bmp,3
273,4,8,Slide32.bmp,3
273,5,9,Slide32.bmp,3
273,6,6,Slide32.bmp,3
274,1,9,Slide32.bmp,4
274,2,5,Slide32.bmp,4
274,3,3,Slide32.bmp,4
274,4,5,Slide32.bmp,4
274,5,7,Slide32.bmp,4
274,6,8,Slide32.bmp,4
275,1,2,Slide32.bmp,5
275,2,5,Slide32.bmp,5
275,3,5,Slide32.bmp,5
275,4,7,Slide32.bmp,5
275,5,2,Slide32.bmp,5
275,6,3,Slide32.bmp,5
277,1,1,Slide32.bmp,2
277,2,6,Slide32.bmp,2
277,3,3,Slide32.bmp,2
277,4,3,Slide32.bmp,2
277,5,8,Slide32.bmp,2
277,6,5,Slide32.bmp,2
278,1,7,Slide32.bmp,3
278,2,5,Slide32.bmp,3
278,3,6,Slide32.bmp,3
278,4,4,Slide32.bmp,3
278,5,6,Slide32.bmp,3
278,6,6,Slide32.bmp,3
279,1,6,Slide32.bmp,4
279,2,7,Slide32.bmp,4
279,3,8,Slide32.bmp,4
279,4,8,Slide32.bmp,4
279,5,5,Slide32.bmp,4
279,6,6,Slide32.bmp,4
281,1,4,Slide32.bmp,1
281,2,7,Slide32.bmp,1
281,3,6,Slide32.bmp,1
281,4,8,Slide32.bmp,1
281,5,2,Slide32.bmp,1
281,6,6,Slide32.bmp,1
282,1,9,Slide32.bmp,2
282,2,1,Slide32.bmp,2
282,3,5,Slide32.bmp,2
282,4,9,Slide32.bmp,2
282,5,5,Slide32.bmp,2
282,6,5,Slide32.bmp,2
283,1,6,Slide32.bmp,3
283,2,7,Slide32.bmp,3
283,3,3,Slide32.bmp,3
283,4,8,Slide32.bmp,3
283,5,7,Slide32.bmp,3
283,6,5,Slide32.bmp,3
284,1,9,Slide32.bmp,4
284,2,9,Slide32.bmp,4
284,3,9,Slide32.bmp,4
284,4,1,Slide32.bmp,4
284,5,9,Slide32.bmp,4
284,6,9,Slide32.bmp,4
285,1,9,Slide32.bmp,5
285,2,5,Slide32.bmp,5
285,3,6,Slide32.bmp,5
285,4,7,Slide32.bmp,5
285,5,8,Slide32.bmp,5
285,6,7,Slide32.bmp,5
287,1,9,Slide32.bmp,2
287,2,9,Slide32.bmp,2
287,3,7,Slide32.bmp,2
287,4,7,Slide32.bmp,2
287,5,5,Slide32.bmp,2
287,6,9,Slide32.bmp,2
288,1,1,Slide32.bmp,3
288,2,5,Slide32.bmp,3
288,3,2,Slide32.bmp,3
288,4,2,Slide32.bmp,3
288,5,5,Slide32.bmp,3
288,6,1,Slide32.bmp,3
289,1,4,Slide32.bmp,4
289,2,5,Slide32.bmp,4
289,3,4,Slide32.bmp,4
289,4,8,Slide32.bmp,4
289,5,7,Slide32.bmp,4
289,6,5,Slide32.bmp,4
290,1,9,Slide32.bmp,5
290,2,5,Slide32.bmp,5
290,3,5,Slide32.bmp,5
290,4,3,Slide32.bmp,5
290,5,9,Slide32.bmp,5
290,6,5,Slide32.bmp,5
292,1,5,Slide32.bmp,2
292,2,8,Slide32.bmp,2
292,3,3,Slide32.bmp,2
292,4,7,Slide32.bmp,2
292,5,7,Slide32.bmp,2
292,6,5,Slide32.bmp,2
293,1,5,Slide32.bmp,3
293,2,5,Slide32.bmp,3
293,3,6,Slide32.bmp,3
293,4,6,Slide32.bmp,3
293,5,6,Slide32.bmp,3
293,6,5,Slide32.bmp,3
294,1,8,Slide32.bmp,4
294,2,1,Slide32.bmp,4
294,3,1,Slide32.bmp,4
294,4,9,Slide32.bmp,4
294,5,6,Slide32.bmp,4
294,6,9,Slide32.bmp,4
295,1,2,Slide32.bmp,5
295,2,2,Slide32.bmp,5
295,3,7,Slide32.bmp,5
295,4,5,Slide32.bmp,5
295,5,7,Slide32.bmp,5
295,6,5,Slide32.bmp,5
296,1,9,Slide32.bmp,1
296,2,4,Slide32.bmp,1
296,3,4,Slide32.bmp,1
296,4,7,Slide32.bmp,1
296,5,8,Slide32.bmp,1
296,6,7,Slide32.bmp,1
297,1,7,Slide32.bmp,2
297,2,6,Slide32.bmp,2
297,3,5,Slide32.bmp,2
297,4,4,Slide32.bmp,2
297,5,5,Slide32.bmp,2
297,6,7,Slide32.bmp,2
298,1,1,Slide32.bmp,3
298,2,5,Slide32.bmp,3
298,3,6,Slide32.bmp,3
298,4,8,Slide32.bmp,3
298,5,6,Slide32.bmp,3
