Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,load,maspref,vmaspref,nfcp,nfcn,fii,icp,icn,nfc,ic
40,1,1,37,13,5,5,Slide25.bmp,5093,1,5,0,6,8,23,18,8,-2,10
,,,,,,,,,,,,,,,,,,
41,1,1,66,41,1,1,Slide32.bmp,1565,2,0,9,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,37,38,2,2,Slide25.bmp,11166,2,8,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,50,37,8,8,Slide27.bmp,13936,2,2,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,40,25,5,5,Slide32.bmp,1121,4,0,5,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,11,22,8,8,Slide21.bmp,5628,4,2,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,36,21,9,9,Slide24.bmp,3759,4,9,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,27,17,9,9,Slide32.bmp,3033,1,0,9,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,62,14,9,9,Slide28.bmp,5570,1,9,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,23,13,3,3,Slide22.bmp,6839,1,3,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,14,9,4,4,Slide32.bmp,5342,6,0,6,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,49,6,9,9,Slide26.bmp,5883,6,9,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
41,1,1,10,5,2,2,Slide20.bmp,14618,6,2,0,14,3,14,16,20,11,-4
,,,,,,,,,,,,,,,,,,
42,1,1,66,41,1,1,Slide32.bmp,984,4,0,9,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,11,38,5,5,Slide21.bmp,3093,4,5,0,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,36,37,9,9,Slide24.bmp,3094,4,9,0,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,27,17,9,9,Slide32.bmp,3525,2,0,9,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,23,14,5,5,Slide22.bmp,7069,2,5,0,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,24,13,5,5,Slide23.bmp,4433,2,5,0,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,14,9,3,3,Slide32.bmp,3695,1,0,7,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,37,6,1,1,Slide25.bmp,6462,1,9,0,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
42,1,1,63,5,1,1,Slide29.bmp,7179,1,9,0,5,7,23,19,5,-2,14
,,,,,,,,,,,,,,,,,,
43,1,1,53,33,9,9,Slide32.bmp,1713,4,0,9,8,8,11,10,19,0,-9
,,,,,,,,,,,,,,,,,,
43,1,1,37,30,1,1,Slide25.bmp,2915,4,9,0,8,8,11,10,19,0,-9
,,,,,,,,,,,,,,,,,,
43,1,1,24,29,2,2,Slide23.bmp,5814,4,8,0,8,8,11,10,19,0,-9
,,,,,,,,,,,,,,,,,,
43,1,1,14,9,3,3,Slide32.bmp,4912,1,0,7,8,8,11,10,19,0,-9
,,,,,,,,,,,,,,,,,,
43,1,1,50,6,2,2,Slide27.bmp,12127,1,8,0,8,8,11,10,19,0,-9
,,,,,,,,,,,,,,,,,,
43,1,1,62,5,9,9,Slide28.bmp,12050,1,9,0,8,8,11,10,19,0,-9
,,,,,,,,,,,,,,,,,,
44,1,1,53,33,9,9,Slide32.bmp,2705,2,0,9,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,24,30,1,1,Slide23.bmp,3343,2,9,0,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,10,29,9,9,Slide20.bmp,3583,2,9,0,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,40,25,1,1,Slide32.bmp,805,4,0,9,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,50,22,9,9,Slide27.bmp,14455,4,1,0,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,36,21,9,9,Slide24.bmp,4054,4,9,0,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,27,17,9,9,Slide32.bmp,1192,1,0,9,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,11,14,4,4,Slide21.bmp,15471,1,6,0,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
44,1,1,62,13,9,9,Slide28.bmp,6584,1,9,0,5,9,20,19,12,-4,7
,,,,,,,,,,,,,,,,,,
45,1,1,66,41,5,5,Slide32.bmp,1705,6,0,5,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,10,38,1,1,Slide20.bmp,2982,6,1,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,24,37,1,1,Slide23.bmp,4583,6,9,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,40,25,5,5,Slide32.bmp,2362,2,0,5,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,49,22,9,9,Slide26.bmp,4207,2,9,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,37,21,1,1,Slide25.bmp,4212,2,9,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,27,17,9,9,Slide32.bmp,1813,1,0,9,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,63,14,1,1,Slide29.bmp,3856,1,9,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,36,13,9,9,Slide24.bmp,4516,1,9,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,14,9,9,9,Slide32.bmp,6355,4,0,1,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,11,6,1,1,Slide21.bmp,6080,4,9,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
45,1,1,23,5,1,1,Slide22.bmp,13916,4,1,0,8,2,16,13,13,6,0
,,,,,,,,,,,,,,,,,,
46,1,1,66,41,3,3,Slide32.bmp,1596,2,0,7,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,49,38,4,4,Slide26.bmp,3875,2,4,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,37,37,4,4,Slide25.bmp,3662,2,6,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,53,33,5,5,Slide32.bmp,507,6,0,5,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,63,30,4,4,Slide29.bmp,4430,6,6,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,24,29,5,5,Slide23.bmp,2460,6,5,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,40,25,6,6,Slide32.bmp,1125,4,0,4,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,50,22,7,7,Slide27.bmp,5206,4,3,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,23,21,4,4,Slide22.bmp,4574,4,4,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,14,9,5,5,Slide32.bmp,2299,1,0,5,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,62,6,7,7,Slide28.bmp,10772,1,7,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
46,1,1,10,5,1,1,Slide20.bmp,8013,1,1,0,8,5,18,13,19,3,-6
,,,,,,,,,,,,,,,,,,
47,1,1,53,33,5,5,Slide32.bmp,1351,4,0,5,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,50,30,4,4,Slide27.bmp,9044,4,6,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,63,29,1,1,Slide29.bmp,5370,4,9,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,40,25,7,7,Slide32.bmp,6745,1,0,3,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,23,22,3,3,Slide22.bmp,9698,1,3,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,36,21,8,8,Slide24.bmp,5642,1,8,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,27,17,9,9,Slide32.bmp,2978,6,0,9,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,24,14,2,2,Slide23.bmp,6246,6,8,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,11,13,6,6,Slide21.bmp,11307,6,4,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,14,9,8,8,Slide32.bmp,7389,2,0,2,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,37,6,4,4,Slide25.bmp,10194,2,6,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
47,1,1,62,5,6,6,Slide28.bmp,15385,2,6,0,6,5,19,16,11,1,5
,,,,,,,,,,,,,,,,,,
48,1,1,66,41,3,3,Slide32.bmp,1046,4,0,7,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,49,38,5,5,Slide26.bmp,3270,4,5,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,63,37,1,1,Slide29.bmp,2909,4,9,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,40,25,1,1,Slide32.bmp,2635,7,0,9,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,50,22,9,9,Slide27.bmp,4839,7,1,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,23,21,1,1,Slide22.bmp,5442,7,1,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,27,17,2,2,Slide32.bmp,2759,2,0,2,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,24,14,4,4,Slide23.bmp,12727,2,6,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,62,13,9,9,Slide28.bmp,5907,2,9,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,14,9,5,5,Slide32.bmp,4131,1,0,5,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,10,6,1,1,Slide20.bmp,6205,1,1,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
48,1,1,36,5,1,1,Slide24.bmp,12960,1,1,0,10,7,21,21,14,3,7
,,,,,,,,,,,,,,,,,,
49,1,1,66,41,1,1,Slide32.bmp,1295,2,0,9,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,63,38,9,9,Slide29.bmp,3113,2,1,0,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,37,37,1,1,Slide25.bmp,4190,2,9,0,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,40,25,4,4,Slide32.bmp,4591,4,0,6,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,24,22,9,9,Slide23.bmp,3349,4,1,0,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,50,21,8,8,Slide27.bmp,4746,4,2,0,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,14,9,9,9,Slide32.bmp,3283,1,0,1,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,36,6,8,8,Slide24.bmp,3702,1,8,0,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
49,1,1,11,5,7,7,Slide21.bmp,20892,1,3,0,4,7,22,18,13,-3,5
,,,,,,,,,,,,,,,,,,
50,1,1,53,33,9,9,Slide32.bmp,1381,1,0,9,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,49,30,1,1,Slide26.bmp,2423,1,1,0,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,10,29,1,1,Slide20.bmp,6656,1,1,0,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,40,25,3,3,Slide32.bmp,2547,4,0,7,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,11,22,2,2,Slide21.bmp,3528,4,8,0,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,23,21,2,2,Slide22.bmp,5310,4,2,0,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,14,9,9,9,Slide32.bmp,2828,2,0,1,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,50,6,9,9,Slide27.bmp,2601,2,1,0,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
50,1,1,62,5,7,7,Slide28.bmp,14471,2,7,0,6,7,13,18,15,-1,3
,,,,,,,,,,,,,,,,,,
51,1,1,53,33,9,9,Slide32.bmp,2020,4,0,9,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,24,30,7,7,Slide23.bmp,6409,4,3,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,50,29,4,4,Slide27.bmp,7769,4,6,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,40,25,2,2,Slide32.bmp,3789,2,0,8,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,49,22,9,9,Slide26.bmp,3626,2,9,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,23,21,7,7,Slide22.bmp,10219,2,7,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,27,17,5,5,Slide32.bmp,2478,6,0,5,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,11,14,7,7,Slide21.bmp,5046,6,3,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,36,13,9,9,Slide24.bmp,2555,6,9,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,14,9,3,3,Slide32.bmp,5956,1,0,7,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,63,6,1,1,Slide29.bmp,6037,1,9,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
51,1,1,10,5,8,8,Slide20.bmp,11755,1,8,0,7,8,24,15,16,-1,-1
,,,,,,,,,,,,,,,,,,
52,1,1,66,41,1,1,Slide32.bmp,772,1,0,9,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,50,38,9,9,Slide27.bmp,2426,1,1,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,36,37,9,9,Slide24.bmp,2788,1,9,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,53,33,1,1,Slide32.bmp,1231,2,0,1,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,62,30,9,9,Slide28.bmp,3562,2,9,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,11,29,5,5,Slide21.bmp,2778,2,5,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,27,17,4,4,Slide32.bmp,1381,4,0,4,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,10,14,4,4,Slide20.bmp,5082,4,4,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,23,13,1,1,Slide22.bmp,2242,4,1,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,14,9,8,8,Slide32.bmp,2954,6,0,2,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,49,6,9,9,Slide26.bmp,3629,6,9,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
52,1,1,37,5,8,8,Slide25.bmp,5521,6,2,0,6,9,25,16,14,-3,2
,,,,,,,,,,,,,,,,,,
53,1,1,66,41,4,4,Slide32.bmp,1452,1,0,6,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,62,38,7,7,Slide28.bmp,2375,1,7,0,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,11,37,1,1,Slide21.bmp,1739,1,9,0,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,40,25,1,1,Slide32.bmp,2234,4,0,9,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,24,22,2,2,Slide23.bmp,1735,4,8,0,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,49,21,8,8,Slide26.bmp,2542,4,8,0,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,14,9,4,4,Slide32.bmp,2431,2,0,6,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,36,6,5,5,Slide24.bmp,5490,2,5,0,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
53,1,1,50,5,3,3,Slide27.bmp,16771,2,7,0,9,5,20,20,8,4,12
,,,,,,,,,,,,,,,,,,
54,1,1,66,41,3,3,Slide32.bmp,1884,6,0,7,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,23,38,7,7,Slide22.bmp,12164,6,7,0,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,24,37,3,3,Slide23.bmp,2224,6,7,0,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,53,33,7,7,Slide32.bmp,1980,1,0,7,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,36,30,7,7,Slide24.bmp,4244,1,7,0,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,49,29,7,7,Slide26.bmp,4745,1,7,0,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,27,17,4,4,Slide32.bmp,1710,2,0,4,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,11,14,6,6,Slide21.bmp,6022,2,4,0,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
54,1,1,10,13,4,4,Slide20.bmp,9582,2,4,0,5,8,20,18,14,-3,4
,,,,,,,,,,,,,,,,,,
55,1,1,66,41,2,2,Slide32.bmp,588,2,0,8,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,37,38,5,5,Slide25.bmp,2540,2,5,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,24,37,3,3,Slide23.bmp,12838,2,7,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,53,33,5,5,Slide32.bmp,1087,6,0,5,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,50,30,5,5,Slide27.bmp,4411,6,5,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,10,29,3,3,Slide20.bmp,5815,6,3,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,40,25,2,2,Slide32.bmp,9544,4,0,8,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,11,22,4,4,Slide21.bmp,13098,4,6,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,62,21,5,5,Slide28.bmp,4500,4,5,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,27,17,7,7,Slide32.bmp,2818,1,0,7,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,36,14,5,5,Slide24.bmp,9042,1,5,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
55,1,1,63,13,3,3,Slide29.bmp,7651,1,7,0,7,2,19,17,10,5,7
,,,,,,,,,,,,,,,,,,
56,1,1,66,41,1,1,Slide32.bmp,312,4,0,9,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,10,38,5,5,Slide20.bmp,2466,4,5,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,63,37,1,1,Slide29.bmp,1914,4,9,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,40,25,1,1,Slide32.bmp,679,1,0,9,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,11,22,1,1,Slide21.bmp,2305,1,9,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,23,21,1,1,Slide22.bmp,5833,1,1,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,27,17,9,9,Slide32.bmp,821,2,0,9,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,49,14,4,4,Slide26.bmp,5100,2,4,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,36,13,9,9,Slide24.bmp,3898,2,9,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,14,9,7,7,Slide32.bmp,6024,7,0,3,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,50,6,4,4,Slide27.bmp,2634,7,6,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
56,1,1,24,5,5,5,Slide23.bmp,6232,7,5,0,5,7,19,20,11,-2,9
,,,,,,,,,,,,,,,,,,
57,1,1,66,41,6,6,Slide32.bmp,2543,4,0,4,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,50,38,5,5,Slide27.bmp,1712,4,5,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,10,37,6,6,Slide20.bmp,5036,4,6,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,53,33,4,4,Slide32.bmp,1854,6,0,4,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,49,30,5,5,Slide26.bmp,2541,6,5,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,63,29,3,3,Slide29.bmp,4120,6,7,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,40,25,5,5,Slide32.bmp,2265,1,0,5,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,62,22,5,5,Slide28.bmp,4079,1,5,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,11,21,4,4,Slide21.bmp,11267,1,6,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,27,17,3,3,Slide32.bmp,3199,2,0,3,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,37,14,3,3,Slide25.bmp,4399,2,7,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,36,13,4,4,Slide24.bmp,5983,2,4,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,14,9,7,7,Slide32.bmp,7589,7,0,3,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,24,6,5,5,Slide23.bmp,8010,7,5,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
57,1,1,23,5,5,5,Slide22.bmp,9990,7,5,0,9,7,16,20,8,2,12
,,,,,,,,,,,,,,,,,,
58,1,1,66,41,2,2,Slide32.bmp,719,7,0,8,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,62,38,6,6,Slide28.bmp,2467,7,6,0,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,36,37,5,5,Slide24.bmp,2275,7,5,0,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,40,25,5,5,Slide32.bmp,1682,1,0,5,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,24,22,5,5,Slide23.bmp,3331,1,5,0,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,11,21,2,2,Slide21.bmp,2137,1,8,0,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,27,17,3,3,Slide32.bmp,6759,2,0,3,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,23,14,5,5,Slide22.bmp,4601,2,5,0,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
58,1,1,37,13,3,3,Slide25.bmp,5166,2,7,0,4,7,23,18,14,-3,4
,,,,,,,,,,,,,,,,,,
59,1,1,40,25,1,1,Slide32.bmp,1417,1,0,9,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,11,22,1,1,Slide21.bmp,4227,1,9,0,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,50,21,8,8,Slide27.bmp,7100,1,2,0,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,27,17,9,9,Slide32.bmp,1613,2,0,9,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,23,14,1,1,Slide22.bmp,3822,2,1,0,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,63,13,1,1,Slide29.bmp,3768,2,9,0,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,14,9,9,9,Slide32.bmp,3862,4,0,1,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,10,6,7,7,Slide20.bmp,8394,4,7,0,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
59,1,1,62,5,7,7,Slide28.bmp,9996,4,7,0,9,7,20,15,16,2,-1
,,,,,,,,,,,,,,,,,,
60,1,1,40,25,3,3,Slide32.bmp,1915,4,0,7,5,7,17,17,8,-2,9
,,,,,,,,,,,,,,,,,,
60,1,1,10,22,3,3,Slide20.bmp,3264,4,3,0,5,7,17,17,8,-2,9
,,,,,,,,,,,,,,,,,,
60,1,1,36,21,6,6,Slide24.bmp,4027,4,6,0,5,7,17,17,8,-2,9
,,,,,,,,,,,,,,,,,,
60,1,1,27,17,8,8,Slide32.bmp,1747,1,0,8,5,7,17,17,8,-2,9
,,,,,,,,,,,,,,,,,,
60,1,1,49,14,3,3,Slide26.bmp,4110,1,3,0,5,7,17,17,8,-2,9
,,,,,,,,,,,,,,,,,,
60,1,1,50,13,4,4,Slide27.bmp,4068,1,6,0,5,7,17,17,8,-2,9
,,,,,,,,,,,,,,,,,,
61,1,1,53,33,2,2,Slide32.bmp,1786,1,0,2,8,6,17,20,6,2,14
,,,,,,,,,,,,,,,,,,
61,1,1,23,30,5,5,Slide22.bmp,2309,1,5,0,8,6,17,20,6,2,14
,,,,,,,,,,,,,,,,,,
61,1,1,11,29,8,8,Slide21.bmp,2531,1,2,0,8,6,17,20,6,2,14
,,,,,,,,,,,,,,,,,,
61,1,1,14,9,1,1,Slide32.bmp,2493,6,0,9,8,6,17,20,6,2,14
,,,,,,,,,,,,,,,,,,
