participant_id,trial_number,pre_post_prime,side_of_response,image,prime_condition,masc_side,chose_masc
55,2,0,0,Slide1.bmp,5,1,False
55,3,0,1,Slide11.bmp,5,0,False
55,4,0,0,Slide20.bmp,5,1,False
55,5,0,1,Slide7.bmp,5,1,True
55,6,0,0,Slide3.bmp,5,1,False
55,7,0,0,Slide5.bmp,5,1,False
55,8,0,0,Slide13.bmp,5,0,True
55,9,0,1,Slide14.bmp,5,1,True
55,10,0,1,Slide8.bmp,5,0,False
55,11,0,1,Slide12.bmp,5,1,True
55,12,0,1,Slide6.bmp,5,0,False
55,13,0,0,Slide19.bmp,5,0,True
55,14,0,0,Slide10.bmp,5,0,True
55,15,0,1,Slide2.bmp,5,0,False
55,16,0,1,Slide4.bmp,5,0,False
55,17,0,1,Slide15.bmp,5,0,False
55,18,0,0,Slide18.bmp,5,1,False
55,19,0,1,Slide9.bmp,5,1,True
55,20,0,1,Slide16.bmp,5,1,True
55,21,1,0,Slide10.bmp,5,0,True
55,22,1,1,Slide1.bmp,5,1,True
55,23,1,1,Slide17.bmp,5,0,False
55,24,1,0,Slide16.bmp,5,1,False
55,25,1,1,Slide8.bmp,5,0,False
55,26,1,0,Slide6.bmp,5,0,True
55,27,1,0,Slide11.bmp,5,0,True
55,28,1,1,Slide15.bmp,5,0,False
55,29,1,0,Slide4.bmp,5,0,True
55,30,1,1,Slide9.bmp,5,1,True
55,31,1,1,Slide14.bmp,5,1,True
55,32,1,1,Slide12.bmp,5,1,True
55,33,1,1,Slide18.bmp,5,1,True
55,34,1,0,Slide13.bmp,5,0,True
55,35,1,0,Slide5.bmp,5,1,False
55,36,1,0,Slide20.bmp,5,1,False
55,37,1,0,Slide3.bmp,5,1,False
55,38,1,0,Slide2.bmp,5,0,True
55,39,1,0,Slide19.bmp,5,0,True
55,40,1,1,Slide7.bmp,5,1,True
56,2,0,1,Slide8.bmp,1,0,False
56,3,0,1,Slide14.bmp,1,1,True
56,4,0,1,Slide20.bmp,1,1,True
56,5,0,0,Slide7.bmp,1,1,False
56,6,0,0,Slide17.bmp,1,0,True
56,7,0,0,Slide3.bmp,1,1,False
56,8,0,1,Slide12.bmp,1,1,True
56,9,0,1,Slide10.bmp,1,0,False
56,10,0,0,Slide6.bmp,1,0,True
56,11,0,1,Slide9.bmp,1,1,True
56,12,0,0,Slide1.bmp,1,1,False
56,13,0,1,Slide15.bmp,1,0,False
56,14,0,0,Slide11.bmp,1,0,True
56,15,0,0,Slide2.bmp,1,0,True
56,16,0,0,Slide19.bmp,1,0,True
56,17,0,1,Slide5.bmp,1,1,True
56,18,0,0,Slide13.bmp,1,0,True
56,19,0,1,Slide18.bmp,1,1,True
56,20,0,0,Slide4.bmp,1,0,True
56,21,1,0,Slide12.bmp,1,1,False
56,22,1,1,Slide17.bmp,1,0,False
56,23,1,1,Slide4.bmp,1,0,False
56,24,1,1,Slide15.bmp,1,0,False
56,25,1,0,Slide13.bmp,1,0,True
56,26,1,1,Slide9.bmp,1,1,True
56,27,1,0,Slide1.bmp,1,1,False
56,28,1,0,Slide6.bmp,1,0,True
56,29,1,0,Slide16.bmp,1,1,False
56,30,1,0,Slide19.bmp,1,0,True
56,31,1,0,Slide2.bmp,1,0,True
56,32,1,1,Slide14.bmp,1,1,True
56,33,1,0,Slide3.bmp,1,1,False
56,34,1,0,Slide8.bmp,1,0,True
56,35,1,0,Slide11.bmp,1,0,True
56,36,1,1,Slide7.bmp,1,1,True
56,37,1,1,Slide18.bmp,1,1,True
56,38,1,1,Slide20.bmp,1,1,True
56,39,1,1,Slide5.bmp,1,1,True
56,40,1,0,Slide10.bmp,1,0,True
57,1,0,1,Slide10.bmp,2,0,False
57,2,0,1,Slide2.bmp,2,0,False
57,3,0,1,Slide4.bmp,2,0,False
57,4,0,1,Slide3.bmp,2,1,True
57,5,0,1,Slide18.bmp,2,1,True
57,6,0,0,Slide1.bmp,2,1,False
57,7,0,0,Slide6.bmp,2,0,True
57,8,0,0,Slide9.bmp,2,1,False
57,9,0,0,Slide7.bmp,2,1,False
57,10,0,1,Slide14.bmp,2,1,True
57,11,0,0,Slide17.bmp,2,0,True
57,12,0,1,Slide12.bmp,2,1,True
57,13,0,1,Slide19.bmp,2,0,False
57,14,0,1,Slide11.bmp,2,0,False
57,15,0,0,Slide15.bmp,2,0,True
57,16,0,0,Slide16.bmp,2,1,False
57,17,0,0,Slide5.bmp,2,1,False
57,18,0,1,Slide13.bmp,2,0,False
57,19,0,1,Slide8.bmp,2,0,False
57,20,0,0,Slide20.bmp,2,1,False
57,21,1,0,Slide19.bmp,2,0,True
57,22,1,1,Slide10.bmp,2,0,False
57,24,1,0,Slide4.bmp,2,0,True
57,25,1,1,Slide18.bmp,2,1,True
57,26,1,0,Slide17.bmp,2,0,True
57,27,1,1,Slide5.bmp,2,1,True
57,28,1,0,Slide8.bmp,2,0,True
57,29,1,0,Slide16.bmp,2,1,False
57,30,1,0,Slide11.bmp,2,0,True
57,31,1,0,Slide2.bmp,2,0,True
57,32,1,1,Slide14.bmp,2,1,True
57,33,1,1,Slide15.bmp,2,0,False
57,34,1,1,Slide3.bmp,2,1,True
57,35,1,1,Slide7.bmp,2,1,True
57,36,1,1,Slide6.bmp,2,0,False
57,37,1,1,Slide1.bmp,2,1,True
57,38,1,1,Slide12.bmp,2,1,True
57,39,1,1,Slide13.bmp,2,0,False
57,40,1,1,Slide20.bmp,2,1,True
59,1,0,1,Slide1.bmp,4,1,True
59,3,0,0,Slide20.bmp,4,1,False
59,4,0,0,Slide14.bmp,4,1,False
59,5,0,1,Slide4.bmp,4,0,False
59,7,0,0,Slide17.bmp,4,0,True
59,8,0,0,Slide2.bmp,4,0,True
59,9,0,1,Slide11.bmp,4,0,False
59,10,0,0,Slide3.bmp,4,1,False
59,12,0,1,Slide9.bmp,4,1,True
59,13,0,1,Slide12.bmp,4,1,True
59,14,0,0,Slide7.bmp,4,1,False
59,15,0,0,Slide8.bmp,4,0,True
59,16,0,0,Slide19.bmp,4,0,True
59,17,0,1,Slide5.bmp,4,1,True
59,18,0,0,Slide18.bmp,4,1,False
59,19,0,1,Slide15.bmp,4,0,False
59,20,0,1,Slide6.bmp,4,0,False
59,21,1,1,Slide1.bmp,4,1,True
59,22,1,0,Slide12.bmp,4,1,False
59,23,1,0,Slide16.bmp,4,1,False
59,25,1,1,Slide17.bmp,4,0,False
59,26,1,1,Slide11.bmp,4,0,False
59,27,1,0,Slide5.bmp,4,1,False
59,28,1,0,Slide4.bmp,4,0,True
59,29,1,1,Slide6.bmp,4,0,False
59,30,1,0,Slide8.bmp,4,0,True
59,31,1,0,Slide18.bmp,4,1,False
59,32,1,0,Slide10.bmp,4,0,True
59,33,1,1,Slide9.bmp,4,1,True
59,34,1,1,Slide2.bmp,4,0,False
59,35,1,0,Slide20.bmp,4,1,False
59,36,1,1,Slide7.bmp,4,1,True
59,37,1,1,Slide14.bmp,4,1,True
59,38,1,1,Slide3.bmp,4,1,True
59,39,1,1,Slide15.bmp,4,0,False
59,40,1,1,Slide13.bmp,4,0,False
60,1,0,1,Slide5.bmp,5,1,True
60,2,0,1,Slide18.bmp,5,1,True
60,3,0,1,Slide2.bmp,5,0,False
60,4,0,1,Slide9.bmp,5,1,True
60,5,0,0,Slide1.bmp,5,1,False
60,6,0,1,Slide15.bmp,5,0,False
60,7,0,0,Slide10.bmp,5,0,True
60,8,0,1,Slide4.bmp,5,0,False
60,10,0,0,Slide20.bmp,5,1,False
60,11,0,1,Slide17.bmp,5,0,False
60,12,0,1,Slide8.bmp,5,0,False
60,13,0,1,Slide7.bmp,5,1,True
60,14,0,1,Slide3.bmp,5,1,True
60,15,0,0,Slide11.bmp,5,0,True
60,16,0,1,Slide12.bmp,5,1,True
60,17,0,1,Slide6.bmp,5,0,False
60,18,0,0,Slide16.bmp,5,1,False
60,19,0,0,Slide13.bmp,5,0,True
60,20,0,1,Slide14.bmp,5,1,True
60,21,1,1,Slide3.bmp,5,1,True
60,22,1,0,Slide8.bmp,5,0,True
60,23,1,0,Slide18.bmp,5,1,False
60,24,1,1,Slide7.bmp,5,1,True
60,25,1,0,Slide16.bmp,5,1,False
60,26,1,1,Slide20.bmp,5,1,True
60,27,1,1,Slide2.bmp,5,0,False
60,28,1,1,Slide14.bmp,5,1,True
60,29,1,0,Slide11.bmp,5,0,True
60,30,1,1,Slide17.bmp,5,0,False
60,31,1,1,Slide9.bmp,5,1,True
60,32,1,1,Slide13.bmp,5,0,False
60,33,1,0,Slide10.bmp,5,0,True
60,34,1,1,Slide4.bmp,5,0,False
60,35,1,1,Slide12.bmp,5,1,True
60,36,1,1,Slide5.bmp,5,1,True
60,37,1,1,Slide6.bmp,5,0,False
60,38,1,1,Slide1.bmp,5,1,True
60,39,1,0,Slide19.bmp,5,0,True
60,40,1,1,Slide15.bmp,5,0,False
61,1,0,0,Slide13.bmp,1,0,True
61,2,0,0,Slide19.bmp,1,0,True
61,3,0,0,Slide18.bmp,1,1,False
61,4,0,0,Slide16.bmp,1,1,False
61,5,0,0,Slide11.bmp,1,0,True
61,7,0,0,Slide15.bmp,1,0,True
61,8,0,1,Slide4.bmp,1,0,False
61,9,0,1,Slide17.bmp,1,0,False
61,10,0,1,Slide5.bmp,1,1,True
61,11,0,1,Slide14.bmp,1,1,True
61,12,0,1,Slide3.bmp,1,1,True
61,14,0,1,Slide8.bmp,1,0,False
61,15,0,1,Slide7.bmp,1,1,True
61,16,0,0,Slide10.bmp,1,0,True
61,17,0,1,Slide12.bmp,1,1,True
61,18,0,1,Slide9.bmp,1,1,True
61,19,0,1,Slide20.bmp,1,1,True
61,20,0,0,Slide2.bmp,1,0,True
61,21,1,1,Slide12.bmp,1,1,True
61,22,1,0,Slide19.bmp,1,0,True
61,24,1,0,Slide11.bmp,1,0,True
61,25,1,0,Slide2.bmp,1,0,True
61,26,1,0,Slide10.bmp,1,0,True
61,27,1,1,Slide14.bmp,1,1,True
61,28,1,1,Slide5.bmp,1,1,True
61,29,1,1,Slide9.bmp,1,1,True
61,30,1,1,Slide18.bmp,1,1,True
61,31,1,1,Slide13.bmp,1,0,False
61,32,1,0,Slide15.bmp,1,0,True
61,33,1,0,Slide6.bmp,1,0,True
61,34,1,1,Slide4.bmp,1,0,False
61,35,1,1,Slide3.bmp,1,1,True
61,36,1,1,Slide16.bmp,1,1,True
61,37,1,1,Slide20.bmp,1,1,True
61,38,1,1,Slide17.bmp,1,0,False
61,39,1,0,Slide7.bmp,1,1,False
61,40,1,1,Slide8.bmp,1,0,False
62,1,0,0,Slide12.bmp,2,1,False
62,2,0,0,Slide18.bmp,2,1,False
62,3,0,0,Slide11.bmp,2,0,True
62,4,0,0,Slide15.bmp,2,0,True
62,5,0,0,Slide10.bmp,2,0,True
62,6,0,1,Slide7.bmp,2,1,True
62,7,0,1,Slide16.bmp,2,1,True
62,9,0,1,Slide5.bmp,2,1,True
62,10,0,0,Slide13.bmp,2,0,True
62,11,0,1,Slide19.bmp,2,0,False
62,12,0,0,Slide20.bmp,2,1,False
62,13,0,1,Slide14.bmp,2,1,True
62,14,0,1,Slide2.bmp,2,0,False
62,15,0,1,Slide1.bmp,2,1,True
62,16,0,0,Slide3.bmp,2,1,False
62,17,0,0,Slide8.bmp,2,0,True
62,18,0,0,Slide4.bmp,2,0,True
62,19,0,1,Slide17.bmp,2,0,False
62,20,0,0,Slide9.bmp,2,1,False
62,22,1,1,Slide19.bmp,2,0,False
62,23,1,1,Slide7.bmp,2,1,True
62,24,1,0,Slide16.bmp,2,1,False
62,25,1,1,Slide11.bmp,2,0,False
62,26,1,0,Slide8.bmp,2,0,True
62,27,1,0,Slide17.bmp,2,0,True
62,28,1,0,Slide20.bmp,2,1,False
62,30,1,1,Slide5.bmp,2,1,True
62,31,1,1,Slide12.bmp,2,1,True
62,32,1,1,Slide9.bmp,2,1,True
62,33,1,1,Slide15.bmp,2,0,False
62,34,1,1,Slide6.bmp,2,0,False
62,35,1,1,Slide18.bmp,2,1,True
62,36,1,0,Slide3.bmp,2,1,False
62,37,1,1,Slide4.bmp,2,0,False
62,38,1,0,Slide10.bmp,2,0,True
62,39,1,0,Slide1.bmp,2,1,False
62,40,1,1,Slide14.bmp,2,1,True
63,2,0,0,Slide14.bmp,3,1,False
63,3,0,1,Slide19.bmp,3,0,False
63,4,0,1,Slide4.bmp,3,0,False
63,5,0,1,Slide5.bmp,3,1,True
63,6,0,0,Slide20.bmp,3,1,False
63,7,0,0,Slide8.bmp,3,0,True
63,8,0,1,Slide6.bmp,3,0,False
63,9,0,0,Slide3.bmp,3,1,False
63,10,0,1,Slide1.bmp,3,1,True
63,11,0,0,Slide13.bmp,3,0,True
63,12,0,1,Slide9.bmp,3,1,True
63,13,0,0,Slide2.bmp,3,0,True
63,14,0,0,Slide7.bmp,3,1,False
63,15,0,1,Slide12.bmp,3,1,True
63,16,0,0,Slide10.bmp,3,0,True
63,17,0,1,Slide18.bmp,3,1,True
63,18,0,1,Slide15.bmp,3,0,False
63,19,0,0,Slide11.bmp,3,0,True
63,20,0,1,Slide17.bmp,3,0,False
63,21,1,1,Slide11.bmp,3,0,False
63,22,1,1,Slide9.bmp,3,1,True
63,23,1,0,Slide6.bmp,3,0,True
63,24,1,0,Slide14.bmp,3,1,False
63,25,1,0,Slide20.bmp,3,1,False
63,26,1,1,Slide18.bmp,3,1,True
63,27,1,1,Slide12.bmp,3,1,True
63,28,1,1,Slide2.bmp,3,0,False
63,29,1,1,Slide5.bmp,3,1,True
63,30,1,1,Slide13.bmp,3,0,False
63,31,1,1,Slide16.bmp,3,1,True
63,32,1,1,Slide10.bmp,3,0,False
63,33,1,0,Slide3.bmp,3,1,False
63,34,1,1,Slide8.bmp,3,0,False
63,35,1,1,Slide4.bmp,3,0,False
63,36,1,1,Slide15.bmp,3,0,False
63,37,1,1,Slide19.bmp,3,0,False
63,38,1,1,Slide17.bmp,3,0,False
63,39,1,1,Slide7.bmp,3,1,True
63,40,1,1,Slide1.bmp,3,1,True
64,2,0,0,Slide19.bmp,4,0,True
64,3,0,1,Slide7.bmp,4,1,True
64,4,0,0,Slide10.bmp,4,0,True
64,5,0,0,Slide8.bmp,4,0,True
64,6,0,1,Slide6.bmp,4,0,False
64,7,0,1,Slide16.bmp,4,1,True
64,8,0,1,Slide1.bmp,4,1,True
64,9,0,1,Slide18.bmp,4,1,True
64,10,0,1,Slide5.bmp,4,1,True
64,11,0,1,Slide14.bmp,4,1,True
64,12,0,1,Slide9.bmp,4,1,True
64,13,0,1,Slide15.bmp,4,0,False
64,14,0,1,Slide17.bmp,4,0,False
64,15,0,0,Slide13.bmp,4,0,True
64,16,0,0,Slide20.bmp,4,1,False
64,17,0,0,Slide3.bmp,4,1,False
64,18,0,0,Slide11.bmp,4,0,True
64,19,0,1,Slide2.bmp,4,0,False
64,20,0,1,Slide12.bmp,4,1,True
64,21,1,0,Slide1.bmp,4,1,False
64,22,1,1,Slide15.bmp,4,0,False
64,23,1,1,Slide5.bmp,4,1,True
64,24,1,1,Slide14.bmp,4,1,True
64,25,1,1,Slide9.bmp,4,1,True
64,26,1,1,Slide6.bmp,4,0,False
64,27,1,0,Slide4.bmp,4,0,True
64,28,1,0,Slide3.bmp,4,1,False
64,29,1,0,Slide19.bmp,4,0,True
64,30,1,0,Slide10.bmp,4,0,True
64,31,1,1,Slide2.bmp,4,0,False
64,32,1,1,Slide12.bmp,4,1,True
64,33,1,1,Slide18.bmp,4,1,True
64,34,1,0,Slide11.bmp,4,0,True
64,35,1,0,Slide16.bmp,4,1,False
64,36,1,1,Slide7.bmp,4,1,True
64,37,1,0,Slide8.bmp,4,0,True
64,38,1,1,Slide17.bmp,4,0,False
64,39,1,0,Slide13.bmp,4,0,True
64,40,1,0,Slide20.bmp,4,1,False
65,1,0,1,Slide5.bmp,5,1,True
65,2,0,0,Slide10.bmp,5,0,True
65,3,0,1,Slide13.bmp,5,0,False
65,4,0,1,Slide7.bmp,5,1,True
65,6,0,1,Slide17.bmp,5,0,False
65,7,0,0,Slide8.bmp,5,0,True
65,8,0,1,Slide4.bmp,5,0,False
65,9,0,1,Slide19.bmp,5,0,False
65,10,0,0,Slide18.bmp,5,1,False
65,11,0,0,Slide2.bmp,5,0,True
65,12,0,1,Slide20.bmp,5,1,True
65,13,0,1,Slide1.bmp,5,1,True
65,14,0,1,Slide16.bmp,5,1,True
65,15,0,1,Slide9.bmp,5,1,True
65,16,0,1,Slide6.bmp,5,0,False
65,17,0,1,Slide14.bmp,5,1,True
65,18,0,1,Slide12.bmp,5,1,True
65,19,0,1,Slide15.bmp,5,0,False
65,20,0,0,Slide3.bmp,5,1,False
65,21,1,1,Slide4.bmp,5,0,False
65,22,1,1,Slide7.bmp,5,1,True
65,23,1,1,Slide13.bmp,5,0,False
65,24,1,1,Slide14.bmp,5,1,True
65,25,1,1,Slide20.bmp,5,1,True
65,26,1,0,Slide11.bmp,5,0,True
65,27,1,0,Slide1.bmp,5,1,False
65,28,1,0,Slide18.bmp,5,1,False
65,29,1,1,Slide9.bmp,5,1,True
65,30,1,1,Slide6.bmp,5,0,False
65,31,1,0,Slide16.bmp,5,1,False
65,32,1,0,Slide19.bmp,5,0,True
65,33,1,0,Slide10.bmp,5,0,True
65,34,1,0,Slide17.bmp,5,0,True
65,35,1,1,Slide5.bmp,5,1,True
65,36,1,1,Slide15.bmp,5,0,False
65,37,1,0,Slide8.bmp,5,0,True
65,38,1,1,Slide3.bmp,5,1,True
65,39,1,1,Slide2.bmp,5,0,False
65,40,1,1,Slide12.bmp,5,1,True
66,1,0,1,Slide15.bmp,1,0,False
66,2,0,1,Slide4.bmp,1,0,False
66,3,0,0,Slide10.bmp,1,0,True
66,4,0,0,Slide13.bmp,1,0,True
66,5,0,1,Slide2.bmp,1,0,False
66,6,0,0,Slide19.bmp,1,0,True
66,7,0,0,Slide14.bmp,1,1,False
66,8,0,1,Slide1.bmp,1,1,True
66,9,0,0,Slide16.bmp,1,1,False
66,10,0,0,Slide3.bmp,1,1,False
66,11,0,1,Slide20.bmp,1,1,True
66,12,0,1,Slide8.bmp,1,0,False
66,13,0,0,Slide17.bmp,1,0,True
66,14,0,1,Slide9.bmp,1,1,True
66,15,0,1,Slide11.bmp,1,0,False
66,16,0,1,Slide18.bmp,1,1,True
66,17,0,0,Slide7.bmp,1,1,False
66,18,0,1,Slide5.bmp,1,1,True
66,19,0,0,Slide6.bmp,1,0,True
66,20,0,0,Slide12.bmp,1,1,False
66,21,1,1,Slide7.bmp,1,1,True
66,22,1,1,Slide15.bmp,1,0,False
66,23,1,0,Slide20.bmp,1,1,False
66,24,1,1,Slide5.bmp,1,1,True
66,25,1,0,Slide1.bmp,1,1,False
66,26,1,1,Slide10.bmp,1,0,False
66,27,1,0,Slide16.bmp,1,1,False
66,28,1,0,Slide12.bmp,1,1,False
66,29,1,0,Slide6.bmp,1,0,True
66,30,1,1,Slide2.bmp,1,0,False
66,31,1,1,Slide18.bmp,1,1,True
66,32,1,1,Slide11.bmp,1,0,False
66,33,1,0,Slide19.bmp,1,0,True
66,34,1,1,Slide4.bmp,1,0,False
66,35,1,1,Slide9.bmp,1,1,True
66,36,1,0,Slide3.bmp,1,1,False
66,37,1,0,Slide13.bmp,1,0,True
66,38,1,1,Slide8.bmp,1,0,False
66,39,1,0,Slide14.bmp,1,1,False
66,40,1,0,Slide17.bmp,1,0,True
67,1,0,1,Slide8.bmp,2,0,False
67,2,0,1,Slide12.bmp,2,1,True
67,4,0,0,Slide3.bmp,2,1,False
67,5,0,0,Slide10.bmp,2,0,True
67,6,0,1,Slide5.bmp,2,1,True
67,7,0,0,Slide18.bmp,2,1,False
67,8,0,1,Slide16.bmp,2,1,True
67,9,0,0,Slide7.bmp,2,1,False
67,11,0,1,Slide4.bmp,2,0,False
67,12,0,0,Slide20.bmp,2,1,False
67,13,0,0,Slide17.bmp,2,0,True
67,14,0,0,Slide11.bmp,2,0,True
67,15,0,1,Slide6.bmp,2,0,False
67,16,0,0,Slide13.bmp,2,0,True
67,17,0,1,Slide14.bmp,2,1,True
67,18,0,0,Slide1.bmp,2,1,False
67,19,0,1,Slide2.bmp,2,0,False
67,20,0,1,Slide9.bmp,2,1,True
67,21,1,0,Slide1.bmp,2,1,False
67,22,1,0,Slide18.bmp,2,1,False
67,23,1,0,Slide17.bmp,2,0,True
67,24,1,0,Slide13.bmp,2,0,True
67,25,1,1,Slide15.bmp,2,0,False
67,26,1,1,Slide19.bmp,2,0,False
67,27,1,1,Slide12.bmp,2,1,True
67,28,1,0,Slide4.bmp,2,0,True
67,29,1,1,Slide6.bmp,2,0,False
67,30,1,0,Slide20.bmp,2,1,False
67,31,1,1,Slide8.bmp,2,0,False
67,32,1,0,Slide3.bmp,2,1,False
67,33,1,0,Slide2.bmp,2,0,True
67,34,1,1,Slide11.bmp,2,0,False
67,35,1,1,Slide9.bmp,2,1,True
67,36,1,0,Slide5.bmp,2,1,False
67,37,1,1,Slide7.bmp,2,1,True
67,38,1,1,Slide16.bmp,2,1,True
67,39,1,0,Slide10.bmp,2,0,True
67,40,1,1,Slide14.bmp,2,1,True
68,1,0,1,Slide18.bmp,3,1,True
68,2,0,1,Slide13.bmp,3,0,False
68,3,0,0,Slide2.bmp,3,0,True
68,4,0,1,Slide6.bmp,3,0,False
68,5,0,0,Slide1.bmp,3,1,False
68,6,0,1,Slide8.bmp,3,0,False
68,7,0,0,Slide10.bmp,3,0,True
68,8,0,1,Slide5.bmp,3,1,True
68,9,0,1,Slide19.bmp,3,0,False
68,10,0,1,Slide20.bmp,3,1,True
68,11,0,1,Slide9.bmp,3,1,True
68,12,0,1,Slide7.bmp,3,1,True
68,13,0,1,Slide3.bmp,3,1,True
68,14,0,1,Slide4.bmp,3,0,False
68,15,0,0,Slide11.bmp,3,0,True
68,16,0,1,Slide17.bmp,3,0,False
68,17,0,0,Slide16.bmp,3,1,False
68,18,0,1,Slide15.bmp,3,0,False
68,19,0,1,Slide12.bmp,3,1,True
68,20,0,1,Slide14.bmp,3,1,True
68,21,1,1,Slide3.bmp,3,1,True
68,22,1,0,Slide11.bmp,3,0,True
68,23,1,1,Slide2.bmp,3,0,False
68,24,1,1,Slide19.bmp,3,0,False
68,25,1,1,Slide16.bmp,3,1,True
68,26,1,1,Slide18.bmp,3,1,True
68,27,1,1,Slide8.bmp,3,0,False
68,28,1,0,Slide10.bmp,3,0,True
68,29,1,1,Slide6.bmp,3,0,False
68,30,1,1,Slide1.bmp,3,1,True
68,31,1,1,Slide14.bmp,3,1,True
68,32,1,1,Slide20.bmp,3,1,True
68,33,1,1,Slide15.bmp,3,0,False
68,34,1,1,Slide9.bmp,3,1,True
68,35,1,1,Slide17.bmp,3,0,False
68,36,1,1,Slide4.bmp,3,0,False
68,37,1,1,Slide13.bmp,3,0,False
68,38,1,1,Slide7.bmp,3,1,True
68,39,1,1,Slide5.bmp,3,1,True
68,40,1,1,Slide12.bmp,3,1,True
69,1,0,1,Slide4.bmp,4,0,False
69,2,0,0,Slide13.bmp,4,0,True
69,4,0,1,Slide1.bmp,4,1,True
69,5,0,1,Slide11.bmp,4,0,False
69,6,0,1,Slide18.bmp,4,1,True
69,7,0,0,Slide14.bmp,4,1,False
69,8,0,0,Slide20.bmp,4,1,False
69,9,0,1,Slide9.bmp,4,1,True
69,10,0,0,Slide6.bmp,4,0,True
69,11,0,1,Slide7.bmp,4,1,True
69,12,0,0,Slide10.bmp,4,0,True
69,13,0,1,Slide8.bmp,4,0,False
69,14,0,0,Slide19.bmp,4,0,True
69,15,0,1,Slide2.bmp,4,0,False
69,16,0,0,Slide12.bmp,4,1,False
69,17,0,0,Slide5.bmp,4,1,False
69,18,0,1,Slide17.bmp,4,0,False
69,19,0,1,Slide3.bmp,4,1,True
69,20,0,1,Slide15.bmp,4,0,False
69,21,1,0,Slide2.bmp,4,0,True
69,23,1,0,Slide9.bmp,4,1,False
69,25,1,0,Slide16.bmp,4,1,False
69,26,1,0,Slide5.bmp,4,1,False
69,27,1,0,Slide18.bmp,4,1,False
69,29,1,0,Slide6.bmp,4,0,True
69,30,1,0,Slide14.bmp,4,1,False
69,31,1,0,Slide8.bmp,4,0,True
69,32,1,1,Slide17.bmp,4,0,False
69,33,1,1,Slide12.bmp,4,1,True
69,34,1,0,Slide7.bmp,4,1,False
69,35,1,0,Slide4.bmp,4,0,True
69,36,1,1,Slide11.bmp,4,0,False
69,37,1,0,Slide19.bmp,4,0,True
69,39,1,0,Slide1.bmp,4,1,False
69,40,1,0,Slide20.bmp,4,1,False
70,1,0,1,Slide2.bmp,5,0,False
70,2,0,1,Slide19.bmp,5,0,False
70,3,0,1,Slide18.bmp,5,1,True
70,4,0,0,Slide11.bmp,5,0,True
70,5,0,1,Slide13.bmp,5,0,False
70,6,0,1,Slide4.bmp,5,0,False
70,7,0,1,Slide8.bmp,5,0,False
70,8,0,1,Slide7.bmp,5,1,True
70,9,0,1,Slide9.bmp,5,1,True
70,10,0,1,Slide3.bmp,5,1,True
70,11,0,1,Slide1.bmp,5,1,True
70,12,0,1,Slide20.bmp,5,1,True
70,14,0,1,Slide5.bmp,5,1,True
70,15,0,0,Slide10.bmp,5,0,True
70,16,0,1,Slide16.bmp,5,1,True
70,17,0,1,Slide6.bmp,5,0,False
70,18,0,1,Slide12.bmp,5,1,True
70,19,0,1,Slide17.bmp,5,0,False
70,20,0,1,Slide15.bmp,5,0,False
70,21,1,1,Slide17.bmp,5,0,False
70,22,1,1,Slide2.bmp,5,0,False
70,23,1,1,Slide19.bmp,5,0,False
70,24,1,1,Slide14.bmp,5,1,True
70,25,1,1,Slide13.bmp,5,0,False
70,26,1,0,Slide10.bmp,5,0,True
70,27,1,1,Slide12.bmp,5,1,True
70,28,1,1,Slide6.bmp,5,0,False
70,29,1,1,Slide9.bmp,5,1,True
70,30,1,1,Slide16.bmp,5,1,True
70,31,1,1,Slide18.bmp,5,1,True
70,32,1,1,Slide4.bmp,5,0,False
70,33,1,0,Slide11.bmp,5,0,True
70,34,1,1,Slide5.bmp,5,1,True
70,35,1,1,Slide20.bmp,5,1,True
70,36,1,1,Slide7.bmp,5,1,True
70,37,1,1,Slide3.bmp,5,1,True
70,38,1,1,Slide8.bmp,5,0,False
70,39,1,1,Slide15.bmp,5,0,False
70,40,1,1,Slide1.bmp,5,1,True
71,1,0,1,Slide13.bmp,1,0,False
71,2,0,0,Slide4.bmp,1,0,True
71,3,0,0,Slide11.bmp,1,0,True
71,4,0,1,Slide18.bmp,1,1,True
71,5,0,0,Slide1.bmp,1,1,False
71,6,0,1,Slide16.bmp,1,1,True
71,7,0,0,Slide2.bmp,1,0,True
71,8,0,0,Slide7.bmp,1,1,False
71,9,0,1,Slide3.bmp,1,1,True
71,10,0,1,Slide6.bmp,1,0,False
71,11,0,0,Slide8.bmp,1,0,True
71,12,0,1,Slide14.bmp,1,1,True
71,13,0,0,Slide20.bmp,1,1,False
71,14,0,0,Slide15.bmp,1,0,True
71,15,0,0,Slide5.bmp,1,1,False
71,16,0,0,Slide12.bmp,1,1,False
71,17,0,0,Slide10.bmp,1,0,True
71,18,0,1,Slide9.bmp,1,1,True
71,19,0,0,Slide17.bmp,1,0,True
71,20,0,0,Slide19.bmp,1,0,True
71,21,1,1,Slide5.bmp,1,1,True
71,22,1,1,Slide10.bmp,1,0,False
71,23,1,0,Slide13.bmp,1,0,True
71,24,1,1,Slide7.bmp,1,1,True
71,25,1,1,Slide3.bmp,1,1,True
71,26,1,0,Slide17.bmp,1,0,True
71,27,1,1,Slide20.bmp,1,1,True
71,28,1,0,Slide15.bmp,1,0,True
71,29,1,0,Slide4.bmp,1,0,True
71,30,1,1,Slide8.bmp,1,0,False
71,31,1,0,Slide14.bmp,1,1,False
